date,new_confirmed,category_value,category_label,Tweet_date,Tweet,TweetCluster
03-08-2020,147,-138,Decrease the spread of COVID19,02-08-2020, Stay cool in summer extreme heat If visiting a cooling center practice social distancing wear a cloth face covering for people 2 years old and wash your hands often or use sanitizer with at least 60 alcohol to protect yourself from COVID19   If you tested positive for COVID19 and have no symptoms stay home and away from other people Learn more about CDCs recommendations about when you can be around others after COVID19 infection  ,
05-08-2020,395,-366,Decrease the spread of COVID19,04-08-2020, RT CDCDirector To get COVID19 under control in the US we need to all wear face masks social distance and wash hands frequently More Data from COVIDNET show that after a period of decline COVID19 hospitalization rates have begun to increase in recent weeks You can help slow the spread of COVID19  Stay 6 feet apart wear a mask and wash your hands often More   RT CDCDirector School administrators COVID19 poses unique challenges for returning to school this fall Prepare for the upcoming school CDCDirector says masks are one of the most powerful weapons we have in the fight against COVID19 Wearing a mask when youre in public combined with social distancing and frequent hand washing are actions we can all take to help slow the spread   Could you or a loved one be at increased risk for COVID19 Find out why some racial and ethnic groups are at higher risk of getting COVID19 or experiencing severe illness   Remember to practice everyday foodsafety during COVID19 Put away foods that could spoil such as meats milk amp eggs in the fridge or freezer within 2 hours of shopping Dont let these items sit outside in the garage or on the countertop Learn more   HCPs Attend todays COCA call COVID19 amp Telehealth Implementation Stories from the Field  at 2pm ET Learn more   RT CDCDirector Pooled testing is a strategy that can be used to test multiple people for COVID19 with a single test which can help cons RT SurgeonGeneral Have questions about COVID19 Check out  In addition to our FAQ section you can use the  Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and  local provincial or territorial public health authorities   RT CDSGC 11 million downloads of COVID Alert exposure notification app You never cease to amaze us Canada Thanks to you were clo,
06-08-2020,374,-21,Decrease the spread of COVID19,05-08-2020, RT INFCeng The new COVID19 Resilience stream will help communities respond to the current pandemic by investing in more resilient Infr The COVID Alert app is another tool to protect your health Its voluntary and doesnt collect your name address geolocation or any other personal information Help keep your community safe and download the app today   RT CDCTB During the COVID19 pandemic we must continue to maintain essential public health services like TB prevention amp control CD COVID19 is widespread in several areas of the US particularly in the South West and parts of the Midwest Additionally 11 states had more than 10000 new cases in the last week Learn more   RT CDCemergency Workplaces can present unique challenges for COVID19 public health investigations CDCgov created a toolkit to help sta COVID19 has affected every person in America in some way but it is not affecting everyone in the SAME way Many racial and ethnic groups are overly affected by COVID19 Read about CDCs commitment to improve HealthEquity   RT CDCHeartStroke HeartAttacks and strokes are not taking a break for COVID19 This CDCapproved PSA explains why you should seek eme RT CDCDirector Take personal responsibility to help slow the spread of COVID19 so that you can say COVIDStopsWithMe  social distance RT NIOSH A new checklist is available to help seafood processing employers create a COVID19 assessment and control plan to protect worke RT ISEDCA Teams of scientists and industry experts have been selected to form a COVID19 Vaccine Task Force and Therapeutics Task Force RT GovCanHealth Wearing a nonmedical face mask can help protect you against COVID19 but bots and trolls wont Do your part to fight m RT CPHOCanada To date labs across  have tested 4236521 people for COVID19 w an average 3 positive overall Over the past week RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID,
08-08-2020,236,-188,Decrease the spread of COVID19,07-08-2020, RT CanRevAgency Theres a  NEW  form for CdnBusinsses that  received the COVID19 Temporary Wage Subsidy It will notify us that you The more people use the COVID Alert app the better it can help prevent future outbreaks and slow the spread of COVID19 Protect yourself and your community by downloading the app today   RT NIOSH If you employ public health inspectors they may come into contact with someone who has COVID19 as part of their jobs Learn ho RT CDCEnvironment Its hot outside If visiting a cooling center follow these safety tips to protect yourself from COVID19  Practice RT CDCDirector Remember to practice every day foodsafety during COVID19 Put away foods that could spoil such as meats milk amp eggs The latest CDC COVIDView report shows that the percentage of people testing positive for COVID19 and the percent of medical visits for symptoms similar to COVID19 are decreasing nationally Learn more   RT HHSGov COVID19 can be spread by people who do not have symptoms amp do not know that they are infected Masks worn over the nose and mo RT CDCDirector COVID19 affects us all and it will take all of us working together to stop it Together we are stronger and can achieve Multisystem inflammatory syndrome in children MISC is a rare but serious condition associated with COVID19 Parents For more information about MISC and when to seek emergency care for your child visit  Hundreds of cases of multisystem inflammatory syndrome in children have been reported to CDC since COVID19 became widespread in the US Learn more about how this condition affects children and teens in CDCMMWR   Masks can help prevent the spread of COVID19 when they are widely used in public When you wear a mask you can help protect those around you When others wear one they can help protect people around them incl you  WearAMask DoYourPart WorldMaskWeek  RT DepSecHargan If you tested positive for COVID19 and have no symptoms stay home and away from other people Learn more about CDCgov RT CDCtravel Travel increases your chances of getting and spreading COVID19 Staying home is the best way to protect yourself and others RT NIOSH CDCs toolkit can help state and local health departments more effectively investigate and respond to COVID19 cases in nonheal RT CDCDirector Longstanding inequities have put racial and ethnic minority groups at a higher risk for COVID19 Learn what we can do to RT CDCemergency Could you or a loved one be at increased risk for COVID19 Find out why some racial amp ethnic groups are at higher risk o RT GovCanHealth The COVID19 pandemic has had and continues to have an impact on our personal lives but also on the economy of the count RT CanadianPM The more people use the COVID Alert app the better it can help prevent future outbreaks and slow the spread of COVID19 P How to safely use a nonmedical mask Dont hang your mask from you neck or ears Dont share your maskDont touch the mask while wearing itFor more tips  COVID19  RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID,
11-08-2020,289,-392,Decrease the spread of COVID19,10-08-2020, RT SafetyCanada Protect yourself from COVID19 scams Be on guard for scams Apply updates to your electronics Store data secure Investing in testing contact tracing and public health data management will help slow the spread of COVID19 and prevent future outbreaks Learn more about the SafeRestart Agreement   Take steps to keep your friends and family safe when visiting those at higher risk for severe illness from COVID19 Learn more at   The  latest CDC COVIDView report shows the percentage of deaths attributed to COVID19 increased during the first 3 weeks of July but has since been on the decline   HCPs You may feel concerned about patients increasing their use of alcohol or other substances during COVID19 Here are some answers to questions about COVID19 risks and treatment options for patients who use drugs or have a substance use disorder   Wondering how you can help keep your friends healthy this summer Stay safe from COVID19 Wash your hands stay 6 feet apart and WearAMask  Learn more about how you and your friends can help protect each other  MaskingForAFriend WorldMaskWeek  RT GovCanHealth COVID Alert is voluntary but we know Canadians will want to be part of limiting the spread of COVID19 and preventing fu If you have an upcoming essential trip into Canada reduce your wait times and limit contact by downloading the ArriveCan app COVID19   RT DeputyPMCanada The COVID Alert app lets you know if you may have been exposed to COVID19 so you can take action We have taken exten RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID Protect yourself from COVID19 scams Be on guard for scams Apply updates to your electronics Store data securelyFor more tips follow cybercentreca   RT NRCan COVID19 impacts wildfire management so SafetyCanada is planning exercises to adjust emergency response to keep Canadians saf,
13-08-2020,390,-33,Decrease the spread of COVID19,12-08-2020, RT HHSGov How is your teen doing during COVID19 Maintaining a social life even while SocialDistancing is an important part of coping As of Aug 11 the total number of COVID19 cases in the US surpassed 5 million While the number of new cases has declined in the last week COVID19 is widespread in many areas Take steps like wearing a mask that covers your nose amp mouth in public More   RT SurgeonGeneral We all have a role to play in preventing the spread of COVID19 COVIDStopsWithMe  RT CDCDirector We need all Americans to work together to slow the spread of COVID19  to be able to keep our businesses open get our sc People who use drugs or have a substance use disorder may have underlying medical conditions that put them at increased risk for severe illness from COVID19 Learn more about how drug use may impact COVID19 illness amp see resources for getting help   Going out When you hang out with friends WearAMask to help protect them from COVID19 amp ask them to wear a mask to help protect you This can help keep others healthy during the COVID19 pandemic Learn more  MaskingForAFriend WorldMaskWeek  Want to know how Canada is responding to COVID19 Check it out here   RT CPHOCanada 22 Over the past week an average of 43018 people have been tested for COVID19 daily across Canada with about 09 of RT CPHOCanada 12 To date labs across  have tested 4541747 people for COVID19 w an average 25 positive overall for a rate of RT CPHOCanada 44 Regardless of which COVID19 vaccines successfully obtains regulatory approval scaling up production distributing RT CPHOCanada 34 Even after a COVID19 vaccine is approved for use as always there will be ongoing data collection to monitor safety a RT CPHOCanada 14 Several COVID19 candidate vaccines have initiated Phase 3 clinical trials these were preceded by Phase 1 and 2 trial,
15-08-2020,237,-181,Decrease the spread of COVID19,14-08-2020, RT canadabusiness ICYMI Update on COVID19 supports for Cdnbusinesses CEWS extended and expanded  New CEWS calculator from Ca Learn more about how the Canada Emergency Wage Subsidy can help support your business and employees during this difficult time   COVID19 The latest CDC COVIDView report shows that the percentages of people testing positive for COVID19 and people making medical visits with symptoms similar to COVID19 have been declining nationally since midJuly Learn more   Some people are more likely than others to become severely ill from COVID19 which means that they may require hospitalization intensive care or a ventilator to help them breathe Some severely ill people may die Learn more   COVID19 can be spread by people who do not have symptoms amp do not know that they are infected Masks can help prevent people who have COVID19 from spreading the virus to others Learn more  WearAMask WorldMaskWeek  HCPs The bond between a newborn and their mother is special Read the latest CDC guidance for mothers with COVID19 who want to room together with their baby while in the hospital   CDCMMWR shows that in counties where COVID19 spread rapidly during June amp July infections from activities amp events in the community increased since May Slow the spread in your community Wear masks in public Stay 6 feet apart amp wash your hands often   New CDCMMWR shows that underrepresented racialethnic groups in most hotspot counties in June were disproportionately affected by COVID19 This may be attributed to a combination of structural amp social factors increasing the risk of exposure to COVID19   WearAMask that covers your nose and mouth to help protect others and slow the spread of COVID19 Learn how to wear your mask correctly  DoYourPart  The COVID19 pandemic may be stressful Good nutrition is an important part of coping with stress Eat a healthy diet with a variety of fruits and vegetables lean proteins and whole grains and drink plenty of water Learn more about food amp COVID19   RT CDCemergency Going out When you hang out with friends WearAMask to help protect them from COVID19 amp ask them to wear a mask to hel RT CDCHIVAIDS Traditional HIV testing services may be interrupted because of the COVID19 response CDC encourages health depts to con RT CDCFlu This fall we expect flu and COVID19 to be spreading at the same time Protect yourself and your family by getting your fluv RT SurgeonGeneral NOW is the time to catchup on your kids vaccines If your child missed a vaccine during COVID19 call your doctor o RT rcmpgrcpolice The RCMP urges boaters to stay safe in respect to COVID19  Follow travel restrictions when on waterways along the RT csecst Theres a lot of information being shared online about COVID19 Remember to always verify the credibility of your sources to RT Transportgc ICYMI We announced Canadas Flight Plan for Navigating COVID19 which is the foundation for Canadas current and future We can all do our part in preventing the spread of COVID19 For more info visit   or contact 18337844397  RT CPHOCanada Hows your COVID19 knowhow Find information and resources to help you reduce your risks for infection and spreading the RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID,
16-08-2020,198,-39,Decrease the spread of COVID19,15-08-2020, Since its creation in 1951 the Epidemic Intelligence Service EIS program has trained more than 3800 diseasedetectives to respond to outbreaksfrom smallpox decades ago to COVID19 today Learn more about one teams work on the frontlines   HealthEquity is when everyone has the opportunity to be as healthy as possible Learn about the role of culture in your efforts to stop COVID19   Beware of unsolicited texts and emails related to COVID19Be cautious if the tone of the message is threatening or urgent Dont click on links or attachmentsFollow cybercentreca for more tips  ,
18-08-2020,282,-503,Decrease the spread of COVID19,17-08-2020, RT Transportgc ICYMI We announced Canadas Flight Plan for Navigating COVID19 which is the foundation for Canadas current and future RT TravelGoC During COVID19 it is even more important for Canadians to register with us  You will receive important updates and we w RT FinanceCanada If you require financial support due to COVID19 please visit the digital benefits finder This is an online tool desig RT SafetyCanada There is a lot of information out there about COVID19 Get the facts straightFollow GovCanHealth and CPHOCanada V The COVID Alert app is another tool to help limit the spread of COVID19 by letting you know of possible exposures to the virus Protect yourself and your community and help prevent future outbreaks by downloading the app today   RT HHSGov People recovered from COVID19 have lifesaving antibodies in their blood plasma If youve recovered from COVID19 confirmed RT CDCemergency Feeling sick Answer a few questions about your symptoms using Clara CDCgovs COVID19 SelfChecker to help you decide Give yourself more time than usual to prepare for wildfires this year If you must shop for supplies in person take steps to protect yourself and those around you from COVID19   The latest CDC COVIDView report shows the percentage of deaths attributed to COVID19 increased for 4 weeks in July after being on the decline since midApril This percentage has decreased for the past 2 weeks but remains above the epidemic threshold   CDCMMWR shows COVID19 outbreaks in 3 industries made up over half of COVID19 infections in Utah workplaces w Hispanic amp nonwhite workers greatly affected Strategies to better protect ethnic minority workers amp industryspecific guidelines are needed   HCPs You play an important role in helping mothers with COVID19 decide whether they should room together with their baby in the hospital Learn how to help moms make the best choice for their families   DYK You may spread COVID19 even if you do not have symptoms If your health department tells you that you have been exposed do your part to SlowtheSpread Any info you share with the health department is confidential Learn more about contact tracing   RT CPHOCanada 55 We all need to BePartoftheSolution if were going to keep Canadas curve down Understand COVID19 risks know the p RT CPHOCanada 15 COVID19 key concerns in   Today in lieu of a daily inperson update to the media I have issued a Monday statemen RT TravelGoC During COVID19 it is even more important for Canadians to register with us  You will receive important updates and we w RT GovCanHealth If someone in Ontario tests positive for COVID19 their code can be entered in the COVID Alert app and then be used to There is a lot of information out there about COVID19 Get the facts straightFollow GovCanHealth and CPHOCanada Visit Download GoCs app   RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update  ,
22-08-2020,257,-242,Decrease the spread of COVID19,21-08-2020, Health care workers are on the front lines of our countrys fight against COVID19 Learn more about the new invest  The latest CDC COVIDView report shows the percentage of deaths attributed to COVID19 is 78 Although lower than the previous week 126 this percentage is above the epidemic threshold and will likely increase as more death certificates are counted   As of August 17 forecasts suggest that up to 9600 new weekly deaths will be reported in the week ending September 12 These data predict 187000 to 205000 total reported COVID19 deaths in the US by September 12 Learn more   DYK Theres no data to suggest that mosquito and tick bites spread coronaviruses The main way that COVID19 spreads is from person to person Learn more   Rhode Island child care programs that followed reopening requirements such as limited interactions between classes and adults wearing masks from RIHumanServices had limited spread of COVID19 Read more in CDCMMWR  RIHEALTH  Parents of children ages 02 years Have you missed any wellchild visits because of COVID19 On Monday August 24 ask any questions you may have about essential childhood vaccines during our Instagram QampA from 122pm ET  RT CDCtravel Thinking about traveling Before you go consider the following  Is COVID19 spreading at your destination  Are you mo RT GovCanHealth We need your help to contain the virus Get the COVID Alert app so that together we can limit the spread of COVID19 D RT rcmpgrcpolice Thank you to all Canadians for their continued cooperation with COVID19 travel restrictions Limiting marine travel bet RT CPHOCanada 15 COVID19 key concerns in  routine medical appts for essential preventative health services like vaccinations Vacci RT CitImmCanada Protect yourself from fraud and misinformation about COVID19 For the newest and most accurate federal announcements and RT CPHOCanada Todays COVID19 in  info and updates GOC website on coronavirus disease  Canada COVID,
25-08-2020,322,-429,Decrease the spread of COVID19,24-08-2020, RT CDCDirector Your risk of COVID19 increases the closer you get to others and the longer you interact with them Learn ways to help saf RT HHSGov Concerned about keeping your childs immunization schedule on track during COVID19 Wellchild visits and vaccinations are es RT SurgeonGeneral DYK When you WearAMask it should cover your  AND  to help protect others and slow the spread of COVID19 Learn The latest CDC COVIDView report shows that minority populations like American Indian Black and Hispanic continue to be hospitalized for COVID19 at nearly 5 times the rate of their nonHispanic White counterparts Learn more   Create a cleaner air space to protect yourself and your loved ones from wildfire smoke during the COVID19 pandemic Learn more   Thank you to all the public health workers who are helping with contact tracing Contact tracing helps SlowTheSpread of COVID19 Learn more   Parents Today join CDCs live QampA from 122pm ET to ask your questions about the importance of staying up to date on essential childhood vaccines during the COVID19 outbreakVisit CDCs Instagram Story here   If you have an upcoming essential trip into Canada reduce your wait times and limit contact by downloading the ArriveCan app COVID19          iOS Android   RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update  ,
27-08-2020,401,-47,Decrease the spread of COVID19,26-08-2020, Watch live Prime Minister Justin Trudeau speaks about the COVID19 situation and the return to school this fall  Although the number of COVID19 cases in most states continued to decline over the last 7 days COVID19 is widespread in many areas especially the South amp West As of Aug 25 the US reported nearly 1000 deaths a day over the last week See more data   RT CDCDirector We owe it to our nations children to take personal responsibility to do everything we can to lower the levels of COVID19 If you have been around someone with COVID19 someone from the health department may check in with you about your health If your phone number changes tell your health department amp doctor Learn more   A new CDCMMWR shows a series of steps helped prevent COVID19 outbreaks at 4 overnight camps in Maine this summer Steps included screening campers amp staff before arrival wearing facial coverings and staying in the same groups for 2 weeks Learn more   In the path of HurricaneLaura Learn your communitys evacuation routes and location of emergency shelters They may be different this year due to COVID19  Laura  Did you know Breathing in wildfire smoke can cause symptoms similar to COVID19 like dry cough sore throat and trouble breathing Learn how to tell the difference   RT CDCEnvironment People who are recovering from COVID19 might be at a higher risk of getting sick from wildfire smoke Know what to do RT CDCemergency Help prevent the spread of COVID19 Avoid close contact with people who are sick wash hands often for at least 20 secon RT GovCanHealth Entering Canada Download the ArriveCAN app and submit your mandatory COVID19 information within 48 hours before reachin RT CPHOCanada 22 Over the past week an average of 47987 people have been tested for COVID19 daily across Canada with 07 of these RT CPHOCanada 12 To date labs across  have tested 5205086 people for COVID19 w an average 23 positive overall for a rate of RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID,
29-08-2020,363,-129,Decrease the spread of COVID19,28-08-2020, RT CDCHIVAIDS CDCs new guidance for PrEP programs affected by COVID19 discusses home specimen collection kits for HIV and STD testi RT SurgeonGeneral ICYMI A new CDCMMWR shows a few actions helped prevent COVID19 outbreaks at 4 overnight camps in Maine this summer RT HHSGov COVID19 can be spread by people who do not have symptoms amp do not know that they are infected Masks worn over the mouth AND n The latest CDC COVIDView report shows the percentage of people testing positive for COVID19 decreased nationally last week However two regions Central and Mountain saw increases in this measure of COVID19 activity Learn more   WearAMask to help slow the spread of COVID19 When selecting a mask you have many choices Avoid masks made of materials that make it too hard to breathe allow COVID19 particles to escape or are intended for healthcare workers Learn more   Wearing cloth masks in public can help slow the spread of COVID19 but cloth masks wont protect you from small particles in wildfire smoke Limit your time outside when its smoky Learn more   As of August 24 national forecasts suggest from 4000 to 8300 new deaths will be reported in the week ending September 19 These data predict 196000 to 207000 total reported COVID19 deaths in the US by September 19 Learn more   RT GovCanHealth Lets keep protecting ourselves and others Get the COVID Alert app so that together we can limit the spread of COVID1 We can all do our part in preventing the spread of COVID19 For more info visit  or contact 18337844397  RT cybercentreca Watch out for COVID19 phishing scams Be wary of some of the information being circulated via social media or that you RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID,
30-08-2020,267,-96,Decrease the spread of COVID19,29-08-2020, COVID19 and seasonal allergies share many symptoms but there are some key differences between the two For example COVID19 can cause fever which is not a common symptom of seasonal allergies Learn more   Use caution when relying on gaiters and face shields to help protect yourself and others from COVID19 Researchers are currently investigating their effectiveness Learn more   RT CDCGlobal During the COVID19 pandemic CDCgov has consistently supported and advocated for those at increased risk including those RT CDCemergency Did you know Breathing in wildfire smoke can cause symptoms similar to COVID19 like dry cough sore throat and troub,
01-09-2020,477,-531,Decrease the spread of COVID19,31-08-2020, Canadas ability to defeat COVID19 depends on the development production and distribution of an effective and pr  RT SurgeonGeneral We all have a role to play in preventing the spread of COVID19 COVIDStopsWithMe  RT CDCNCEZID If youre sick with COVID19 amp your pet becomes sick dont take your pet to the veterinary clinic yourself Call your vete RT CDCDirector The latest COVIDView report from CDCgov shows that weekly hospitalizations associated with COVID19 have peaked twice si Waiting for a COVID19 test result and wondering what you should do next Take 3 key steps Stay home think about the people youve been around amp answer the call from your health department Learn more about these steps   The latest CDC COVIDView report shows that weekly hospitalizations associated with COVID19 have peaked twice since the outbreak began once during the week ending April 18 and a second time during the week ending July 18 Learn more   A new CDCMMWR finds many COVID19 infections among healthcare workers appear to go undetected likely because many people infected with the virus that causes COVID19 have mild or no symptoms Learn more   Back on campus If you go out wear a mask stay 6 feet apart from others and meet in outdoor spaces Learn more about steps you can take to help protect yourself and your friends from COVID19   RT GovCanHealth Today is International Overdose Awareness DayDuring COVID19 many areas of  are reporting  opioidrelated overdos RT CPHOCanada 12 Given many weeks of COVID19 activity in young people incl almost 50 of reported cases in 2039 year olds in recen Its normal to have fear stress and worry during these uncertain and challenging times Know that there are support tools and resources available to you on GovCanHealths Wellness Together Canada portal  COVID19  ,
05-09-2020,371,-260,Decrease the spread of COVID19,04-09-2020, RT canadabusiness ICYMI Update on COVID19 supports for Cdnbusinesses CEBA extended to October 31 2020 and expanded to include The COVID Alert app is now available in Newfoundland and Labrador As more people use it we can slow the spread of  RT CDCemergency Stigma hurts everyone No single group ethnicity or population in the US is more likely to spread COVID19 than other The latest CDC COVIDView report shows that after declining for more than a month the percentage of people that tested positive for COVID19 nationally increased slightly last week This is the first national increase in this percentage since midJuly   New Data Recent trends show the percentage of overall COVID19 cases in people ages 1822 years has increased in the US especially in the Midwest South and Northeast For the latest demographic data visit CDCs COVID Data Tracker   As of Aug 31 national forecasts suggest new weekly COVID19 deaths may decrease in the coming weeks with 3300 to 7500 new deaths during the week ending Sept 26 Forecasts predict 200k to 211k total COVID19 deaths in the US by Sept 26 More   If you have a fever cough or certain other symptoms you might have COVID19 Most people have mild illness and are able to recover at home If you think you may have been exposed to COVID19 contact your healthcare provider Learn more   Remember the 3 Ws when you are in a community setting WearAMask Wash your hands Watch your distance stay 6 feet apart These three habits can help you protect yourself and others from COVID19 Learn more   RT CDCDirector Flu and COVID19 can result in complications However COVID19 is associated with additional complications like blood cl RT CanadianPM The COVID Alert app is now available in Newfoundland and Labrador As more people use it we can slow the spread of the vir Stay safe by knowing the exposure risk level of activities When possible avoid closed spaces  crowded places  close contactGoOutSafe COVID19  RT GovCanHealth Be notified if someone youve been near reports a positive test result Get the COVID Alert app so that together we can,
07-09-2020,247,-153,Decrease the spread of COVID19,06-09-2020, Planning on visiting family or friends over LaborDay weekend Protect them and yourself from COVID19 Wear a mask stay at least 6 feet away from people you dont live with and wash your hands often   Protect yourself and your family and be informed about the various types of cyber scams related to COVID19 that are out there  ,
09-09-2020,546,-1060,Decrease the spread of COVID19,08-09-2020, RT CDCDirector It can be a challenge to cope with changing routines and anxiety during COVID19 But we can find a way forward See HowR Did you host or attend a LaborDay gathering or event If you were in close contact with others you may have been exposed to COVID19 If you feel sick stay home call your healthcare provider and inform those you had close contact with   Getting a call from an unknown number It could be the health department calling to tell you that you may have been exposed to COVID19 Check your voicemail Learn more about contact tracing   Limiting gatherings is one way to slow the spread of COVID19 but physical distancing can be hard Find tips to support the health of your loved ones and you during this challenging time   Be aware of questionable offers related to COVID19miracle cures herbal remediesfaster testing For more info   RT CPHOCanada Todays COVID19 in  info and updates GOC website on coronavirus disease  Canada COVID,
12-09-2020,515,-187,Decrease the spread of COVID19,11-09-2020, RT CDCemergency DYK You may have COVID19 amp no symptoms If someone from the health department tells you that youve been exposed do y The latest CDC COVIDView report shows that during August weekly COVID19 hospitalization rates declined among all adult age groups However while rates for children aged 517 were constant during most of this period they increased at the end of August   ParentsToBe Discuss with your healthcare provider about rooming together with your newborn baby in the hospital Early amp close contact with your baby has many benefits and the risk of passing COVID19 to your baby is low Learn more   HCPs Learn about COVID19 associated VTE risks and considerations in our upcoming webinar Mark your calendar for September 17 2 pm ET Preregister now   If you have fever cough loss of taste or smell or certain other symptoms you might have COVID19 If you think you might have COVID19 or think you may have been near someone who has COVID19 contact a healthcare provider for medical advice   As of September 7 national forecasts suggest from 3300 to 8000 new COVID19 deaths will be reported during the week ending October 3 These forecasts predict 205000 to 217000 total COVID19 deaths in the US by October 3 Learn more   A new CDCMMWR finds children who likely got COVID19 in their child care centers spread COVID19 to others outside the child care center including to household members Slow the spread Wear masks if over 2 wash hands amp stay home if sick See more   Testing positive for antibodies to the virus that causes COVID19 means you likely had a past infection Its not yet known whether antibodies will protect you from getting infected again Learn more about antibody testing   RT CDCEnvironment Wearing cloth masks in public can help stop the spread of COVID19 but cloth masks wont protect you from small partic RT CPHOCanada COVID19 is still with us This fall when out in any public space we all need to keep up our public health practices of  RT cybercentreca COVID19related phishing attempts are still ongoing Something may be phishy ifthe tone of the message is urgent,
15-09-2020,793,-558,Decrease the spread of COVID19,14-09-2020, RT HHSGov Because of COVID19 preparing for wildfires might be a little different this year Know how wildfire smoke can affect you and HCPs Attend the next COCA call Tuesday Sept 15 at 2pm ET via Zoom Topic Telehealth amp Health Equity Considerations for Addressing Health Disparities during the COVID19 Pandemic Learn more  COVID19  NewMom Breastfeeding has many health benefits for both you amp your baby including protecting your baby from illnesses amp providing the best nutrition You can breastfeed even if you have COVID19 as COVID19 is unlikely to spread thru breast milk More   In the path of HurricaneSally Learn your communitys evacuation routes and location of emergency shelters They may be different this year due to COVID19  Sally  WearAMask in public to help slow the spread of COVID19 but be sure to wear it the right way Position your mask so that it fully covers your nose and mouth If youre not wearing your mask properly COVID19 particles can spread Learn more   COVID19 has unequally affected some of us in racial and ethnic minority groups both physically and emotionally As we take steps to help protect ourselves and others from COVID19 lets make sure to take care of our MentalHealth too   The latest CDC COVIDView report shows that the percentage of ER visits associated with COVID19 has decreased nationally for eight consecutive weeks and is on the decline in all 10 regions in the US Learn more   RT CPHOCanada 66 Taking these precautions will help keep you and those you care about safe while reducing the spread of COVID19 in Ca RT CPHOCanada 26 COVID19 is not gone Be aware of the risks for exposure in your area and make informed decisions based on the latest RT CPHOCanada 16 COVID19 key concerns in   Today in lieu of a daily inperson update to the media I have issued a Monday statemen RT CEMHWCESMMT Juggling the demands of work and home during COVID19 can potentially lead to burnout Learn about the effects of and f There is a lot of information out there about COVID19 get the facts straightFollow GovCanHealth and CPHOCanadaVisit  Download GoCs app   RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update   RT GovCanHealth How can we reduce and manage our COVID19 casesBased on emerging evidence PHAC has updated its advice to public healt,
18-09-2020,1044,-76,Decrease the spread of COVID19,17-09-2020, Heart conditions like myocarditis are associated with some cases of COVID19 Severe cardiac damage is rare but has occurred even in young healthy people CDC is working to understand how COVID19 affects the heart and other organs Learn more here   CDCMMWR finds steps that help slow the spread of COVID19 may also reduce flu if widely practiced Report emphasizes flu vaccination remains the best protection against flu Getting a flu vaccine is more important than ever during the COVID19 pandemic   New CDCMMWR finds odds of COVID19 outbreaks in West Virginia nursing homes are 17x higher in low quality than in high quality nursing homes as rated by CMSGov Health depts can use CMS ratings to identify nursing homes at higher risk for COVID19   A new CDCMMWR examines COVID19 in 2 skilled nursing facilities amp shows how researchers used genome sequencing to determine the virus was likely spreading in each facility Steps like repeated testing of residents amp workers can help slow the spread More   HCPs Attend todays COCA call on Testing and Treatment of 20202021 Seasonal Influenza During the COVID19 Pandemic at 2pm ET Learn more  COVID19  RT CPHOCanada 14 COVID19 key concerns in  Today in lieu of a daily inperson update to the media I have issued a Thursday stateme RT TravelGoC Thank you for doing your part to limit the spread of COVID19 Continue to help protect others and yourself by Avoidi RT CanRevAgency  Lots of scams are circulating with COVID19 benefits like CERB and CESB Concerned about becoming a victim of identi,
