date,new_confirmed,category_value,category_label,Tweet_date,Tweet,Tweet Prediction
07-08-2020,424,50,Increase the spread of COVID19,06-08-2020, RT DepSecHargan Wearing a cloth face covering correctly can help prevent the spread of COVID19 to others When you go out on essential t This weeks national forecast predicts the number of new COVID19 deaths per week may decrease over the next month Between 45k amp 106k new deaths are expected the week ending Aug 29 A total of 175k to 190k COVID19 deaths are predicted by Aug 29 More   RT HHSGov Its understandable that many people may feel depression distress or anxiety during the COVID19 pandemic Dr Joshua Gordon When you travel take steps to slow the spread of COVID19 Learn more at   COVID19 spread rapidly at a meat processing facility in South Dakota infecting 929 workers in just 5 weeks Employers can slow the spread by promoting physical distance between employees when possible and encouraging mask use amp hand hygiene CDCMMWR   A new CDCMMWR report shows many workers who tested positive for COVID19 at a Nebraska meat processing facility reported working close to one another Physical distancing and wearing masks can slow the spread of COVID19 in workplaces   RT NIOSH Wildland Firefighters FAQs to help prevent infection and spread of COVID19 among your crew  Californ RT SurgeonGeneral Are you planning a beach outing Your risk of COVID19 is highest if you are less than 6ft from people at a crowded b Thank you to all Cdnbusinesses that are adjusting to new ways of operating and providing service to Canadians safely COVID19 ThankYouThursday ,
10-08-2020,681,451,Increase the spread of COVID19,09-08-2020, There is a lot of information out there about COVID19 Get the facts straightFollow GovCanHealth and CPHOCanadaVisit  Download GoCs app  ,
12-08-2020,423,134,Increase the spread of COVID19,11-08-2020, Having the COVID Alert app on your phone can help you protect yourself and your community Download the app today and help prevent future outbreaks of COVID19 iPhone   Android   RT CDSGC After testing early versions with Canadians COVID Alert launched 10 days ago   Now that its out wed love your feedback s RT CDCDirector COVID19 may impact circulation of enteroviruses that cause AcuteFlaccidMyelitis Preparing for a possible AFM outbreak i RT CDCDirector Take steps to keep your friends and family safe when visiting those at higher risk for severe illness from COVID19 Learn Wear a mask in public Stay at least 6 feet away from others who dont live in your household Wash your hands often Help slow the spread of COVID19 Learn more  WorldMaskWeek WearAMask  Could you or a loved one be at increased risk for COVID19 Underlying medical conditions and lack of access to quality healthcare are more common among some racial and ethnic groups These factors can lead to more severe COVID19 illness Learn more   COVID19 spreads mainly among people who are in close contact with one another less than 6 ft Wear a mask in public amp when around people not living in your household especially when social distancing is difficult to maintain  WearAMask WorldMaskWeek  A new report in CDCMMWR shows that testing all nursing home residents and staff soon after identifying the first person with COVID19 helps identify additional infections Early intervention may help control spread of the virus Learn more   A new CDCMMWR report about an outbreak at a Maryland nursing home found that the percentage of residents testing positive for COVID19 was higher among residents receiving dialysis compared to those who were not Learn more here   Contact tracing slows the spread of COVID19 It helps protect you your family and your community Answer the call from your health department to SlowtheSpread Learn more   RT CDCtravel CDC is helping travelers understand the COVID19 risk in each country Before you make travel plans check the COVID19 risk RT SurgeonGeneral Because COVID19 can spread from people to animals through close contact be sure to take steps to keep your pet safe RT CDCDirector Important to recognize that were seeing COVID19 transmission in rural areas Do your part to slow the spread WearAMask RT CPHOCanada 22 Over the past week an average of 43018 people have been tested for COVID19 daily across Canada with 09 of these RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID,
14-08-2020,418,28,Increase the spread of COVID19,13-08-2020, Together we can limit the spread of COVID19 and help prevent future outbreaks Protect yourself and your community by downloading the COVID Alert app today iPhone   Android   RT CDCDirector Were not defenseless against COVID19 WearAMask  it is a simple yet powerful tool to stop the spread of this virus  RT CDCDirector I am asking all Americans to embrace simple steps to slow spread of COVID19 WearAMask in public practice social distan RT HHSGov Looking for information about COVID19 testing Find the latest  including how to get a test in your community  on our update RT SurgeonGeneral Are you concerned about possible COVID19 symptoms andor exposure Consult the apple screening tool developed w Wh RT CDCDirector To increase the use of face masks in public across the globe and slow the spread of COVID19 we are participating in Wor A new CDCMMWR on COVID19 infections among Oregon residents found about 1 of specimens tested had evidence of a past infection  10 times the rate of infections identified by conventional testing Wear masks Social distance amp wash your hands See more   You may be experiencing increased stress or challenges with mental health and substance use during the COVID19 pandemic Here are some resources to help  New CDCMMWR report shows Americans are struggling with mental health or substance use issues during COVID19 More mental health services and resources are critical at the state and local levels Learn more   If you have been exposed to COVID19 stay home and selfquarantine away from others for 14 days Take these steps to SlowtheSpread   COVID19 can be spread by people who do not have symptoms amp do not know that they are infected Masks can help prevent people who have COVID19 from spreading the virus to others Learn more  WorldMaskWeek  RT CDCtravel Looking for COVID19 risk in a certain destination Check out CDCs COVID19 travel recommendations for each country https RT CDCemergency Contact tracing slows the spread of COVID19 See these answers to Frequently Asked Questions about contact tracing http RT CPHOCanada 22 Over the past week an average of 43018 people have been tested for COVID19 daily across Canada with 09 of these RT CPHOCanada 12 To date labs across  have tested 4581083 people for COVID19 w an average 25 positive overall for a rate of RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID A big thank you to all first responders and front line personnel We are grateful for your dedication to keeping Canadians safe and secure COVID19 ThankYouThursday ,
17-08-2020,785,587,Increase the spread of COVID19,16-08-2020, Practice everyday foodsafety during COVID19 Clean fruits amp vegetables at home by gently rinsing them under cold running water Do not use soap bleach sanitizer alcohol or any other disinfectant even if you will not be eating the peel Learn more  ,
19-08-2020,336,54,Increase the spread of COVID19,18-08-2020, RT CDCNPIN If youre at increased risk for severe illness bookmark CDCs COVID19 page for information and resources  RT SurgeonGeneral Maintaining our wellbeing can be difficult during challenging times like the COVID19 pandemic So its important we RT HHSGov As we all continue to prevent the spread of COVID19 protect your community by wearing a mask if you need to be in public Lea Your risk of COVID19 increases the closer you get to others and the longer you interact with them Learn ways to help safely resume daily activities and slow the spread of COVID19   RT CDCtravel Thinking about traveling Dont travel if you are sick or if you have been around someone with COVID19 in the past 14 days RT CDCemergency Practice everyday foodsafety during COVID19 Clean fruits amp vegetables at home by gently rinsing them under cold runni RT csecst While workingremotely protect yourself and your organization from COVID19 phishing scams by following these tipsBe vigi,
20-08-2020,383,47,Increase the spread of COVID19,19-08-2020, RT CDCDirector I have confidence that the American public will continue to embrace COVID19 mitigation techniques face mask social dist Recent case data also show that ethnicracial minority groups are overly affected by COVID19 Hispanic and nonWhite people make up 40 of the US population but about 60 of COVID19 cases See more demographic trends using CDCs COVID Data Tracker   Although the number of COVID19 cases in most states continued to decline over the last 7 days the rate of decline is slowing COVID19 is widespread in many areas amp 6 states reported over 10k new cases Wear a mask stay 6 ft from others amp wash your hands  A new report in CDCMMWR shows that the rate of COVID19 among American Indian and Alaska Native people was 35 times that of nonHispanic white persons in the first 6 months of the pandemic in 23 states Learn more   With changes in food availability in some communities during the COVID19 pandemic you may be consuming more canned or packaged food Tips on purchasing canned and packaged goods using the Nutrition Facts Label are available   To stop the spread of COVID19 CDC will continue to work with tribal nations to ensure resources are available to maintain physical amp mental health easy access to information affordable testing and medical and mental health care   CDC has given more than 200M to address COVID19 health disparities among American Indian amp Alaska Native people who have suffered a disproportionate burden of illness Funding will broaden access to COVID19 resources across tribal communities   HCPs Mark your calendar for tomorrows CDC Clinician Outreach and Communication COCA call 20202021 Influenza Vaccination Recommendations and Clinical Guidance during the COVID19 Pandemic 23 pm ET  COVID19  RT CDCemergency DYK You may spread COVID19 even if you do not have symptoms If your health department tells you that you have been ex DYK you can sign up for email updates from the GoC about COVID19 For more info   RT CPHOCanada 22 Over the past week an average of 48714 people have been tested for COVID19 daily across Canada with 08 of these RT CPHOCanada 12 To date labs across  have tested 4880172 people for COVID19 w an average 25 positive overall for a rate of RT csiscanada Canadian researchers working tirelessly in the global efforts to find a vaccine to COVID19 are facing increased risks of b RT CPHOCanada During COVID19 humanitarians have been working to ProtectTheVulnerable and build resilience in communities across  a On WorldHumanitarianDay we would like to thank all people who are helping others who have been affected by disasters around the world especially during COVID19 RealLifeHeroes  RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update  ,
21-08-2020,499,116,Increase the spread of COVID19,20-08-2020, RT HHSGov Have you recently recovered from COVID19 If confirmed by a positive test please consider donating BloodPlasma to help save RT SurgeonGeneral Are you planning a trip to the beach Your risk of COVID19 is highest if you are less than 6ft from people at a crow A new CDCMMWR report shows that mass testing in 16 US prisons and jails identified 12 times more cases of COVID19 than when testing was offered based on symptoms alone Learn more   New in CDCMMWR Learn how rigorous testing during intake and separating new incarcerated people into groups likely helped prevent a COVID19 outbreak in correctional facilities in Puerto Rico Learn more   If youre planning to stay with friends or family outside of your household to evacuate from wildfires talk with them about how you all can best protect yourselves from COVID19 Find more safety tips here   HCPs Dont miss todays CDC Clinician Outreach and Communication COCA call 20202021 Influenza Vaccination Recommendations and Clinical Guidance during the COVID19 Pandemic 23 pm ET  COVID19  RT CDCEnvironment Wearing masks in public can help stop the spread of COVID19 but masks wont protect you from wildfire smoke Limit y RT CDCtravel If you travel take steps to protect yourself amp others from COVID19 Wear a mask in public Avoid close contact with ot RT SecAzar We all have a role to play in preventing the spread of COVID19 COVIDStopsWithMe  RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID We would like to give a BIG thank you to all Canadians who are helping to stop the spread of COVID19 We will get through this together StrongerTogether ThankYouThursday ,
23-08-2020,267,10,Increase the spread of COVID19,22-08-2020, We must continue to help slow the spread of COVID19 for ourselves our loved ones and our future Do your part and wear a mask stay 6 feet away from others and wash your hands Learn more   Do you have a disaster plan for your family including pets in the event of a hurricane or severe storm This year be aware that your shelter location may have changed Check with local authorities and make a plan before the storm  COVID19  RT CDCemergency Wondering how you can do your daily activities safely while protecting yourself amp your loved ones from COVID19 To help RT NIOSH The COVID19 pandemic has raised many questions about transmission of the virus that causes COVID19 Aerosol scientists answer If youre going out make sure you do it safely avoid  Crowded areas  Closed Spaces Close ContactFor more info  COVID19 GoOutSafe ,
24-08-2020,751,484,Increase the spread of COVID19,23-08-2020, Ive never had a chance to work on something thats so highlevel Silvina Masciotra became interested in biology in high school Now she works with the White House Coronavirus Task Force to help states with COVID19 testing   DYK Your mask should cover your nose AND mouth to help protect others and slow the spread of COVID19 Learn how to wear your mask correctly  WearAMask DoYourPart  If youre planning to stay with friends or family outside of your household to evacuate from a storm talk with them about how you all can best protect yourselves from COVID19 Find more safety tips here   Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and local provincial or territorial public health authorities  ,
26-08-2020,448,126,Increase the spread of COVID19,25-08-2020, RT environmentca Were wearing masks to help protect against COVID19  but DYK how to dispose of them Singleuse masks and gloves be RT SurgeonGeneral We must continue to help slow the spread of COVID19 for ourselves our loved ones and our future Do your part and  RT CDCemergency Handwashing is one of the best ways to protect yourself amp your family from getting sick with COVID19 Learn when amp how y Homeless service providers Planning and responding to COVID19 among people experiencing homelessness requires a whole community approach Learn more    New CDCMMWR looks at KYHealthAlerts Indicator Monitoring Report tool which monitors COVID19 data including cases deaths amp hospital capacity This tool helps officials make decisions about responding to the pandemic amp reopening communities Read more   Questions about your pets health during the pandemic Talk to your veterinarian if you have concerns We are still learning about this virus and how it can affect animals Learn more about pets and COVID19   RT CPHOCanada 22 Over the past week an average of 47987 people have been tested for COVID19 daily across Canada with 07 of these RT CPHOCanada 12 To date labs across  have tested 5169166 people for COVID19 w an average 23 positive overall for a rate of RT GovCanHealth There are currently no reported cases of COVID19 being spread through food or food packaging The best way to stay healt When receiving texts or email about COVID19 check for these red flags and protect yourself from phishing scams Suspicious attachments Requests for sensitive infoFor more info follow GetCyberSafe and check out   RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID,
28-08-2020,492,91,Increase the spread of COVID19,27-08-2020, RT ExportDevCanada In support of Canadian businesses in the face of the COVID19 health pandemic and economic crisis a CEBA call centre RT HHSGov Emergency managers and public health professionals are taking measures to reduce possible spread of COVID19 in disaster shelte Testing all residents and staff in West Virginia nursing homes helped limit the spread of COVID19 Testing all residents and staff regardless of symptoms may help protect those at higher risk for COVID19 amp prevent larger outbreaks See more   People who are recovering from COVID19 might be at a higher risk of getting sick from wildfire smoke Know what to do to protect yourself and your loved ones   RT CDCtravel CDC is helping travelers understand the COVID19 risk in each country Before you make travel plans check the COVID19 risk RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID A big thank you to all workers businesses and organizations for following COVID19 protocol and working throughout this challenging time while providing services to Canadians ThankYouThursday  ,
31-08-2020,1008,741,Increase the spread of COVID19,30-08-2020, DYK its not safe to put a mask on your pet While pets can get COVID19 from people the risk of pets spreading COVID19 is low Instead protect your pet by limiting their contact with sick people and people outside the household  ,
02-09-2020,498,21,Increase the spread of COVID19,01-09-2020, RT FinanceCanada Canadians should be cautious of potential COVID19 scams and cyber threats involving emails texts and calls that appear RT CDCDirector CDC molecular biologist Silvina Masciotra is part of a team advising the White House Task Force on COVID19 testing issues With the fall pollen season approaching you may experience watery eyes sneezing or a cough Learn the differences between seasonal allergies and COVID19   September is National Suicide Prevention Awareness Month Learn ways to support one another during the COVID19 pandemic and how to seek help from trained professionals  BeThe1To  WearAMask to help slow the spread of COVID19 When selecting a mask you have many choices Avoid masks made of materials that make it too hard to breathe allow COVID19 particles to escape or are intended for healthcare workers Learn more   RT CDCGlobal CDC works diligently to fight respiratory illness on the frontlines including both TB and COVID19 Learn more about our g There are a lot of reported scams related to COVID19 protect yourself and be aware of the various types  RT csiscanada Canadas innovative research on COVID19 vaccines and treatments may be at risk of foreign interference and espionage CS RT CDSGC Join jameseberhardt and FITC on Sept 2 for a free presentation on COVID AlertLearn about the apps privacy protections,
03-09-2020,570,72,Increase the spread of COVID19,02-09-2020, RT CDCDirector DYK Some of the symptoms of COVID19 and seasonal allergies are similar and it may be difficult to tell the difference Although COVID19 cases in many states declined over the last 7 days daily cases are now increasing in some states particularly in the upper Great Plains Midwest and South Wear a mask Stay 6 ft from others Wash your hands See more data   RT DepSecHargan Your risk of COVID19 increases the closer you get to others and the longer you interact with them Learn from CDCgov ab RT SurgeonGeneral We must continue to help slow the spread of COVID19 for ourselves our loved ones and our future Do your part and CDC along with state and local health departments and other partners is working to better understand the impact of COVID19 during pregnancy on both the mother and infant Learn about these efforts here   Testing positive for COVID19 on a viral test means you likely are infected and could infect others Stay home and take steps to prevent spreading the virus If you test negative you can still get sick and should take steps to protect yourself and others   RT CDCEnvironment Remember to practice every day foodsafety during COVID19 Put away foods that could spoil such as meats milk amp egg RT HHSGov As we all continue to prevent the spread of COVID19 protect your community by wearing a mask if you need to be in public Lea RT CDCemergency When you WearAMask you help protect those around you from COVID19 When others wear their mask they help protect thos RT FinanceCanada Canadians should be cautious of potential COVID19 scams and cyber threats involving emails texts and calls that appear RT environmentca Too many disposable masks and gloves are ending up as litter As we all work to protect each other from COVID19 we also Download the COVID Alert app and help us break the cycle of infection It will help track possible exposure before symptoms appearDownload today COVID19iOS  Android  ,
04-09-2020,631,61,Increase the spread of COVID19,03-09-2020, RT CanRevAgency  Lots of scams are circulating with COVID19 benefits like CERB and CESB Concerned about becoming a victim of identi Today Prime Minister Justin Trudeau and Premier of Newfoundland and Labrador Andrew Furey announced that COVID Ale  RT SurgeonGeneral There are simple actions we can all take to prevent the spread of COVID19 COVIDStopsWithMe   RT CDCDirector School Administrators When your school opens have plans for what to do if one or more people in your school have COVID RT CDCtravel Thinking about traveling Check out CDCs tips to avoid getting and spreading COVID19 in common travel situations  LaborDay plans at a pool or beach Stay 6 feet away from others WearAMask when not in the water Wash your hands often Help protect yourself and your friends from COVID19  Learn more  LaborDaySafe  Wearing a mask can help slow the spread of COVID19 CDCs Dr Paige Armstrong shows you how to correctly put on and take off your mask WearAMask keep your distance and wash your hands to help slow the spread of COVID19 Learn more   Answer the call Contact tracing helps slow the spread of COVID19 It helps protect you your family and your community Learn more  SlowtheSpread  New CDCMMWR finds people stayed home more during the early months of the COVID19 pandemic when stayathome orders were in place People began to leave home as stayathome orders ended even if orders in their state or territory remained Learn more   Flu and COVID19 can result in complications However COVID19 is associated with additional complications like blood clots and multisystem inflammatory syndrome in children More on the differences between flu and COVID19 here   Having a difficult time coping because of COVID19 Feeling lonely anxious or dealing with grief and loss Help is available through the National Suicide Prevention Lifeline 8002738255 Learn more   RT CDCemergency Waiting for a COVID19 test result and wondering what you should do next Take 3 key steps Stay home think about the pe RT DepSecHargan Masks can help prevent the spread of COVID19 when they are widely used in public When you wear a mask you can help pro RT CDCNCEZID Some pets in the US have tested positive for COVID19 mostly after contact with a person with COVID19 Protect your pets RT CanRevAgency  Lots of scams are circulating with COVID19 benefits like CERB and CESB Concerned about becoming a victim of identi RT canantifraud DYK since March 1 2020 Canadians have lost over 56 million to COVID19 scams You can learn more about COVID19 scams RT CDSGC Theres lots going on behind the scenes to make the publicfacing COVID Alert app work bhndrck explains how were working t THANK YOU to everyone who is helping with the effort to limit the spread of COVID19 by PhysicalDistancing wearing a mask HandWashing and staying home when sickThankYouThursday  RT GovCanHealth The COVIDAlert app is now available in Newfoundland and Labrador The app will notify you if youve recently been expo RT CDSGC COVID Alert is now available for Newfoundland and Labrador You can now report a positive diagnosis through the app in that pr RT TravelGoC 1   step 1   place  All the travel info COVID19 restrictions quarantine borders http There are a lot of scams related to COVID19 Be cautious of potential scams and other cyber threats involving websites  emails  texts  and calls  For more info  ,
06-09-2020,400,29,Increase the spread of COVID19,05-09-2020, A pandemic can make us realize we are all truly connected here at home and across the whole world CDC diseasedetective Rachael Zacks deployed to Seattle to test one of the United States firstknown COVID19 patients Her story   Do your part to help slow the spread of COVID19 this LaborDay weekend WearAMask amp stay at least six feet from others Learn more   RT CDCEnvironment Going to a cooling center to beat the heat this summer Follow these tips to protect yourself from COVID19  Practi Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and local provincial or territorial public health authorities  ,
08-09-2020,1606,1359,Increase the spread of COVID19,07-09-2020, Use caution when relying on gaiters and face shields to help protect yourself and others from COVID19 Researchers are currently investigating their effectiveness Learn more  ,
10-09-2020,630,84,Increase the spread of COVID19,09-09-2020, RT TCSSDC Businesses can use ecommerce to help build resiliency during COVID19 and tap into new customer bases in  and around the  As of Sept 8 the total number of COVID19 cases in the US surpassed 6 million COVID19 is widespread in many areas particularly in the upper Great Plains Midwest and South Additionally 5 states reported over 10000 new cases in the last week   In public health its our job to support people through that sense of helplessness Dr Rachael Zacks is a CDC disease detective whose work on the COVID19 response helped fuel the discussion on how it spreads Read her story   DYK You may have COVID19 amp no symptoms If someone from the health department tells you that youve been exposed do your part to help SlowtheSpread Stay home for 14 days amp monitor your health Learn more about contact tracing   This months blood disorder webinar will discuss COVID19 associated VTE risks and considerations Preregister now and join us September 17 at 2 pm ET   RT CDCInjury Recognizing the warning signs of suicide may be more difficult during COVID19 due to SocialDistancing Still you can Be RT CPHOCanada Being pregnant during COVID19 can feel lonely Alcohol is not a coping mechanism Its never too late to quit or reduce y COVID19 has impacted our lives in many ways It is normal to feel scared sad stressed or worried If youre finding it difficult to cope check out GovCanHealths Wellness Together Canada portal for support tools and resources available to you  ,
11-09-2020,702,72,Increase the spread of COVID19,10-09-2020, RT PSPCSPAC Is your CdnBusiness or organization looking at SellingPPE or BuyingPPE during COVID19 Find the information you need to RT SafetyCanada Be aware of questionable offers related to COVID19miracle cures herbal remediesfaster testing For more info RT CDCDirector Testing positive for antibodies to the virus that causes COVID19 means you likely had a past infection Its not yet know The emotional toll of COVID19 is real especially among some people of racial and ethnic minority groups who have been unequally affected by this pandemic BeThe1To Help Save A Life SuicidePrevention   Do you do the 3 Ws Wash your hands Watch your distance stay 6 feet apart WearAMask These three habits can help you protect yourself and others from spreading COVID19 Learn more   A new CDCMMWR examining essential workers found many home health aides and nursing home staff had underlying medical conditions These conditions may put them at increased risk for serious illness from COVID19 More   CDCMMWR shows adults w COVID19 were more than twice as likely to have reported dining at a restaurant before getting sick compared to adults wo COVID19 Choose pickupdelivery if possible amp take steps like staying 6 ft from others amp wearing a mask   Even during COVID19 if you have a medical emergency seek medical care without delay Learn more CDCMMWR   A new CDCMMWR shows that an estimated 41 of US adults reported avoiding medical care because of concerns about COVID19 including 12 who avoided emergency care and 32 who avoided routine care   Both flu amp COVID19 can spread before symptoms appear Flu virus may spread for about 1 day before symptoms while the virus that causes COVID19 may spread for about 2 days before symptoms More on similarities and differences between flu amp COVID19   RT CDCeHealth Looking for highlights on the latest reports from CDCs COVID19 response Listen to CDCMMWR s new podcast series to st RT CDCtravel If you travel take steps to protect yourself amp others from COVID19 Wear a mask in public Avoid close contact with ot Lets limit the spread of COVID19 and prevent future outbreaks Download the COVID alert today Lets take care of ourselves and protect our communities iOS   Android    Stay up to date on COVID19 amp help us slow the spread   18337844397 Download COVIDAlert app  ,
13-09-2020,518,3,Increase the spread of COVID19,12-09-2020, RT CDCInjury As we continue to face mental health challenges due to COVID19 we need to support our loved ones now MoreThanEverBefore Learn how to safely use a nonmedical masks and protect yourself and others from COVID19   COVID19 related scams are on the rise Some cybercriminals are using the Covid19 emergency benefits to lure you into clicking links that could steal from you or lock your info Take some simple steps to up your defenses  ,
14-09-2020,1351,833,Increase the spread of COVID19,13-09-2020, Medical entomologist Janet McAllister and other CDC responders had to adapt to changing needs and conditions when responding to COVID19 outbreaks in Wisconsin Learn about her teams work   Wondering how COVID19 got its name Its short for coronavirus disease 2019 COVID19 is caused by a coronavirus which looks like a crown Take steps to slow the spread Wear a mask wash your hands often and stay 6 feet apart Learn more  ,
16-09-2020,944,151,Increase the spread of COVID19,15-09-2020, RT FinanceCanada Help is available for Canadians with disabilities affected by COVID19 Do you or a loved one living with a disability n If youre planning to stay with friends or family outside of your household to evacuate from Hurricane Sally talk with them about how you all can best protect yourselves from COVID19 Find more safety tips here   Health Departments Have you seen CDCs Contact Tracing Communications Toolkit for COVID19 Check it out for resources and messaging to use in your communities  SlowTheSpread  School administrators CDC has provided benchmarks to help you prepare plan and respond to COVID19 Monitor these frequently and adjust strategies to fit the changing levels of COVID19 in your community Learn more   A new CDCMMWR report found that 121 people under 21 years of age died of COVID19 from FebruaryJuly 2020 3 out of 4 deaths occurred among Black Hispanic and American IndianAlaska Native persons Learn more   HCPs Attend todays COCA call on Telehealth amp Health Equity Considerations for Addressing Health Disparities during the COVID19 Pandemic at 2pm ET Learn more   COVID19  Make informed decisions to keep yourself and others safe from COVID19 Know the risks before heading out GoOutSafely  ,
17-09-2020,1120,176,Increase the spread of COVID19,16-09-2020, COVID19 cases declined in most states in the last 7 days but COVID19 is widespread in many areas particularly in the upper Great Plains Midwest and South Six states reported over 10000 new cases in the last week See more data   HCPs Attend the next COCA call Thursday Sept 17 at 2pm ET via Zoom Topic Testing and Treatment of 20202021 Seasonal Influenza During the COVID19 Pandemic Learn more  COVID19  Teachers and other essential workers Your work keeps our communities going but may put you at higher risk of being exposed to flu or COVID19 Fluvaccine can help protect you from flu this season More   CDCMMWR report looking at almost 600 hospitalized pregnant women with COVID19 found that pregnant women can have severe illness and poor birth outcomes such as the mother requiring intensive care pregnancy loss and preterm birth Learn more   Dont forget to join us tomorrow at 2 pm ET for our webinar on COVID19 associated VTE risks and considerations Its not too late to preregister   WearAMask to help slow the spread of COVID19 When removing your mask handle only the ear loops or ties and fold the outside corners together Be careful not to touch your eyes nose or mouth and wash your hands after removing  Learn more   RT CFHSvcs Think you might have COVID19 Complete the GCs COVID19 online SelfAssessment Tool This tool will help determine whether RT CPHOCanada COVIDlife hasnt been easy We all want normalcy and a bit of fun back but while COVID19 is still with us precautions RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  Canada COVID Familiarize yourself of the various COVID19 scams so you know how to spot one  Phishing scams  Ransomware SpoofingFor more info follow GetCyberSafe  ,
20-09-2020,875,12,Increase the spread of COVID19,19-09-2020, Anyone can get an infection and almost any infection including COVID19 can lead to sepsis  Educate yourself and your family by downloading and sharing our newlyupdated patient fact sheet  SAM2020  In a community setting remember the 3 Ws Wash your hands Watch your distance stay 6 feet apart WearAMask These habits can help you protect yourself and others from spreading COVID19 Learn more   Even though the saying goes sharing is caring you shouldnt be sharing masks Masks should not be shared with others impair vision  require frequent adjustmentMore info   COVID19 ,
21-09-2020,1766,891,Increase the spread of COVID19,20-09-2020, Wondering if you should delay your trip Postpone travel if you are sick recently tested positive for COVID19 had close contact with a person with COVID19 in the past 14 days or are waiting for viral test results Learn more  SlowTheSpread  These are challenging times so take care of your mental health Why not try practicing mindfulness by stretching meditating and taking deep breaths Some tips to get you started   COVID19 ,
24-09-2020,1341,251,Increase the spread of COVID19,23-09-2020, The Government of Canada will help Canadians through COVID19 by creating jobs and supporting businesses workers  The Government of Canadas first priority is to fight the COVID19 pandemic and save lives Learn more  RT PSPCSPAC As part of the GoC response to COVID19 Minister Anand announced today 2 contracts with SiO2 to provide syringes and vials COVID19 cases have increased in recent weeks 22 states and territories reported that cases are trending upward T  From June to August adults in their 20s had highest rate of COVID19 infections accounting for 1 of every 5 cases New CDCMMWR shows why young adults should take steps to slow the spread such as wearing masks amp avoiding inperson gatherings More   Providers If you missed CDCs webinar on COVID19 associated VTE risks and considerations last week you can still watch the recorded discussion here  BloodDisorders  Parent Your child may be more likely to get severely ill from COVID19 if they are younger than 1 or have certain medical conditions Talk to your childs healthcare provider about your childs risk and how to keep your child healthy Learn more   DYK The Coronavirus SelfChecker can be used by parents caregivers and adolescents to help decide when to seek testing or medical care for COVID19 Learn more   RT CanadianPM The Government of Canadas first priority is to fight the COVID19 pandemic and save lives Learn more  RT CanadianPM The Government of Canada will help Canadians through COVID19 by creating jobs and supporting businesses workers and fami RT CPHOCanada 44 This increases risk of spread to people at high risk for severe outcomes and threatens our ability to keep COVID19 at RT CPHOCanada 34 Throughout the summer COVID19 infection rates have been highest among young adults aged 2039 years Ongoing circula RT CPHOCanada 24 Canada is at a crossroads in COVID19 At the current rate of growth unless PublicHealth  individual efforts are s RT CPHOCanada 14 COVID19 key concerns in  Today in lieu of a daily inperson update to the media I have issued a Wednesday statem RT CPHOCanada Todays COVID19 Epidemiology in Canada Daily Update  ,
25-09-2020,1362,21,Increase the spread of COVID19,24-09-2020, As we fight COVID19 we cant forget that climate change remains one of the greatest challenges of our time Watch  New CDCMMWR shows 100570 COVID19 cases with 641 deaths among healthcare personnel from Feb 12July 16 In 6 st  While flu and COVID19 have many symptoms in common change in taste or smell or loss of taste or smell are sympto ,
27-09-2020,1454,239,Increase the spread of COVID19,26-09-2020, RT CDCemergency Parents Your child may be more likely to get severely ill from COVID19 if they are younger than 1 or have certain medic RT NIOSH Warehouse managers and owners Your employees could be exposed to COVID19 as part of their jobs Create a COVID19 Workplace Sa WearAMask to help slow the spread of COVID19 When removing your mask handle only the ear loops or ties and fol  RT NIH Inclusion of Black HispanicLatino amp Native American communities in COVID19 research is needed in order to develop vaccines amp t Stay updated on COVID19 news but make sure you get your info from reliable sources likeGovCanHealth CPHOCanadalocal provincial or territorial public health authorities  ,
28-09-2020,2176,722,Increase the spread of COVID19,27-09-2020, RT CDCtravel Looking for COVID19 risk in a certain destination Check out CDCs COVID19 travel recommendations for each country https,
